Sequences 100
stateIndex|stateFeatures|state|reward|actionIndex|greed
12|[5, 2, 0]|(5, 2)|-7|1|r
9|[6, 2, 0]|(6, 2)|-8|1|r
12|[5, 2, 0]|(5, 2)|-9|0|r
66|[5, 1, 0]|(5, 1)|-10|2|r
90|[5, 0, 0]|(5, 0)|-11|2|r
89|[6, 0, 0]|(6, 0)|-12|1|r
89|[6, 0, 0]|(6, 0)|-13|2|r
88|[7, 0, 0]|(7, 0)|-14|1|r
64|[7, 1, 0]|(7, 1)|-15|3|r
65|[6, 1, 0]|(6, 1)|-16|0|r
9|[6, 2, 0]|(6, 2)|-17|3|r
7|[7, 2, 0]|(7, 2)|-18|1|r
64|[7, 1, 0]|(7, 1)|-19|2|r
20|[8, 1, 0]|(8, 1)|-20|1|r
8|[8, 2, 0]|(8, 2)|-21|3|r
20|[8, 1, 0]|(8, 1)|-22|2|r
17|[9, 1, 0]|(9, 1)|-23|1|r
16|[9, 2, 0]|(9, 2)|-24|3|r
8|[8, 2, 0]|(8, 2)|-25|0|g
20|[8, 1, 0]|(8, 1)|-26|2|r
17|[9, 1, 0]|(9, 1)|-27|1|r
20|[8, 1, 0]|(8, 1)|-28|0|r
64|[7, 1, 0]|(7, 1)|-29|0|r
65|[6, 1, 0]|(6, 1)|-30|0|r
66|[5, 1, 0]|(5, 1)|-31|0|r
65|[6, 1, 0]|(6, 1)|-32|1|r
64|[7, 1, 0]|(7, 1)|-33|1|r
65|[6, 1, 0]|(6, 1)|-34|0|r
9|[6, 2, 0]|(6, 2)|-35|3|r
7|[7, 2, 0]|(7, 2)|-36|1|r
6|[7, 3, 0]|(7, 3)|-37|3|r
4|[7, 4, 0]|(7, 4)|-38|3|r
6|[7, 3, 0]|(7, 3)|-39|2|r
14|[8, 3, 0]|(8, 3)|-40|1|r
6|[7, 3, 0]|(7, 3)|-41|0|r
3|[6, 3, 0]|(6, 3)|-42|0|r
9|[6, 2, 0]|(6, 2)|-43|2|r
12|[5, 2, 0]|(5, 2)|-44|0|r
10|[5, 3, 0]|(5, 3)|-45|3|r
13|[5, 4, 0]|(5, 4)|-46|3|r
30|[4, 4, 0]|(4, 4)|-47|0|r
28|[4, 5, 0]|(4, 5)|-48|3|r
29|[4, 6, 0]|(4, 6)|-49|3|r
52|[5, 6, 0]|(5, 6)|-50|1|r
27|[6, 6, 0]|(6, 6)|-51|1|r
63|[6, 7, 0]|(6, 7)|-52|3|r
75|[7, 7, 0]|(7, 7)|-53|1|r
26|[7, 6, 0]|(7, 6)|-54|2|g
27|[6, 6, 0]|(6, 6)|-55|0|r
52|[5, 6, 0]|(5, 6)|-56|0|r
53|[5, 7, 0]|(5, 7)|-57|3|r
84|[4, 7, 0]|(4, 7)|-58|0|r
59|[4, 8, 0]|(4, 8)|-59|3|r
58|[4, 9, 0]|(4, 9)|-60|3|r
62|[3, 9, 0]|(3, 9)|-61|0|r
62|[3, 9, 0]|(3, 9)|-62|3|r
60|[3, 8, 0]|(3, 8)|-63|2|r
62|[3, 9, 0]|(3, 9)|-64|3|r
60|[3, 8, 0]|(3, 8)|-65|2|r
61|[3, 7, 0]|(3, 7)|-66|2|r
60|[3, 8, 0]|(3, 8)|-67|3|r
59|[4, 8, 0]|(4, 8)|-68|1|r
58|[4, 9, 0]|(4, 9)|-69|3|r
59|[4, 8, 0]|(4, 8)|-70|2|r
54|[5, 8, 0]|(5, 8)|-71|1|r
59|[4, 8, 0]|(4, 8)|-72|0|r
84|[4, 7, 0]|(4, 7)|-73|2|r
61|[3, 7, 0]|(3, 7)|-74|0|r
84|[4, 7, 0]|(4, 7)|-75|1|r
61|[3, 7, 0]|(3, 7)|-76|0|r
84|[4, 7, 0]|(4, 7)|-77|1|r
29|[4, 6, 0]|(4, 6)|-78|2|r
84|[4, 7, 0]|(4, 7)|-79|3|r
29|[4, 6, 0]|(4, 6)|-80|2|r
28|[4, 5, 0]|(4, 5)|-81|2|r
0|[5, 5, 0]|(5, 5)|-82|1|r
1|[6, 5, 0]|(6, 5)|-83|1|r
36|[7, 5, 0]|(7, 5)|-84|1|r
4|[7, 4, 0]|(7, 4)|-85|2|r
6|[7, 3, 0]|(7, 3)|-86|2|r
7|[7, 2, 0]|(7, 2)|-87|2|r
8|[8, 2, 0]|(8, 2)|-88|1|r
16|[9, 2, 0]|(9, 2)|-89|1|r
16|[9, 2, 0]|(9, 2)|-90|1|r
16|[9, 2, 0]|(9, 2)|-91|1|r
17|[9, 1, 0]|(9, 1)|-92|2|r
20|[8, 1, 0]|(8, 1)|-93|0|r
64|[7, 1, 0]|(7, 1)|-94|0|r
88|[7, 0, 0]|(7, 0)|-95|2|r
19|[8, 0, 0]|(8, 0)|-96|1|r
20|[8, 1, 0]|(8, 1)|-97|3|r
64|[7, 1, 0]|(7, 1)|-98|0|r
65|[6, 1, 0]|(6, 1)|-99|0|r
66|[5, 1, 0]|(5, 1)|-100|0|r
12|[5, 2, 0]|(5, 2)|-101|3|r
66|[5, 1, 0]|(5, 1)|-102|2|r
65|[6, 1, 0]|(6, 1)|-103|1|r
66|[5, 1, 0]|(5, 1)|-104|0|r
90|[5, 0, 0]|(5, 0)|-105|2|r
89|[6, 0, 0]|(6, 0)|-106|1|r
89|[6, 0, 0]|(6, 0)|-107|2|r
65|[6, 1, 0]|(6, 1)|-108|3|r
9|[6, 2, 0]|(6, 2)|-109|3|r
3|[6, 3, 0]|(6, 3)|-110|3|r
10|[5, 3, 0]|(5, 3)|-111|0|r
3|[6, 3, 0]|(6, 3)|-112|1|r
9|[6, 2, 0]|(6, 2)|-113|2|r
65|[6, 1, 0]|(6, 1)|-114|2|r
66|[5, 1, 0]|(5, 1)|-115|0|g
90|[5, 0, 0]|(5, 0)|-116|2|r
93|[4, 0, 0]|(4, 0)|-117|0|r
79|[4, 1, 0]|(4, 1)|-118|3|r
66|[5, 1, 0]|(5, 1)|-119|1|r
79|[4, 1, 0]|(4, 1)|-120|0|r
87|[3, 1, 0]|(3, 1)|-121|0|r
94|[3, 0, 0]|(3, 0)|-122|2|r
94|[3, 0, 0]|(3, 0)|-123|2|r
95|[2, 0, 0]|(2, 0)|-124|0|r
92|[2, 1, 0]|(2, 1)|-125|3|r
97|[1, 1, 0]|(1, 1)|-126|0|r
92|[2, 1, 0]|(2, 1)|-127|1|r
95|[2, 0, 0]|(2, 0)|-128|2|r
96|[1, 0, 0]|(1, 0)|-129|0|r
96|[1, 0, 0]|(1, 0)|-130|2|r
95|[2, 0, 0]|(2, 0)|-131|1|r
96|[1, 0, 0]|(1, 0)|-132|0|r
51|[0, 0, 1]|(0, 0)terminal1|-132|0|g
1|[6, 5, 0]|(6, 5)|-1|1|r
0|[5, 5, 0]|(5, 5)|-2|0|r
28|[4, 5, 0]|(4, 5)|-3|0|r
30|[4, 4, 0]|(4, 4)|-4|2|r
13|[5, 4, 0]|(5, 4)|-5|1|r
2|[6, 4, 0]|(6, 4)|-6|1|r
3|[6, 3, 0]|(6, 3)|-7|2|r
2|[6, 4, 0]|(6, 4)|-8|3|r
13|[5, 4, 0]|(5, 4)|-9|0|r
30|[4, 4, 0]|(4, 4)|-10|0|r
13|[5, 4, 0]|(5, 4)|-11|1|r
10|[5, 3, 0]|(5, 3)|-12|2|r
12|[5, 2, 0]|(5, 2)|-13|2|g
66|[5, 1, 0]|(5, 1)|-14|2|r
65|[6, 1, 0]|(6, 1)|-15|1|r
66|[5, 1, 0]|(5, 1)|-16|0|r
12|[5, 2, 0]|(5, 2)|-17|3|r
78|[4, 2, 0]|(4, 2)|-18|0|r
76|[3, 2, 0]|(3, 2)|-19|0|r
87|[3, 1, 0]|(3, 1)|-20|2|r
79|[4, 1, 0]|(4, 1)|-21|1|r
66|[5, 1, 0]|(5, 1)|-22|1|r
79|[4, 1, 0]|(4, 1)|-23|0|r
87|[3, 1, 0]|(3, 1)|-24|0|r
76|[3, 2, 0]|(3, 2)|-25|3|r
32|[3, 3, 0]|(3, 3)|-26|3|r
34|[2, 3, 0]|(2, 3)|-27|0|r
33|[2, 4, 0]|(2, 4)|-28|3|r
34|[2, 3, 0]|(2, 3)|-29|2|r
98|[1, 3, 0]|(1, 3)|-30|0|r
99|[1, 2, 0]|(1, 2)|-31|2|r
91|[2, 2, 0]|(2, 2)|-32|1|r
76|[3, 2, 0]|(3, 2)|-33|1|r
78|[4, 2, 0]|(4, 2)|-34|1|r
12|[5, 2, 0]|(5, 2)|-35|1|r
10|[5, 3, 0]|(5, 3)|-36|3|r
11|[4, 3, 0]|(4, 3)|-37|0|r
10|[5, 3, 0]|(5, 3)|-38|1|r
12|[5, 2, 0]|(5, 2)|-39|2|r
78|[4, 2, 0]|(4, 2)|-40|0|r
11|[4, 3, 0]|(4, 3)|-41|3|r
10|[5, 3, 0]|(5, 3)|-42|1|r
3|[6, 3, 0]|(6, 3)|-43|1|r
9|[6, 2, 0]|(6, 2)|-44|2|r
12|[5, 2, 0]|(5, 2)|-45|0|g
66|[5, 1, 0]|(5, 1)|-46|2|r
79|[4, 1, 0]|(4, 1)|-47|0|r
78|[4, 2, 0]|(4, 2)|-48|3|r
76|[3, 2, 0]|(3, 2)|-49|0|r
87|[3, 1, 0]|(3, 1)|-50|2|g
92|[2, 1, 0]|(2, 1)|-51|0|r
91|[2, 2, 0]|(2, 2)|-52|3|r
76|[3, 2, 0]|(3, 2)|-53|1|r
87|[3, 1, 0]|(3, 1)|-54|2|r
94|[3, 0, 0]|(3, 0)|-55|2|r
93|[4, 0, 0]|(4, 0)|-56|1|r
94|[3, 0, 0]|(3, 0)|-57|0|r
94|[3, 0, 0]|(3, 0)|-58|2|r
95|[2, 0, 0]|(2, 0)|-59|0|r
94|[3, 0, 0]|(3, 0)|-60|1|r
94|[3, 0, 0]|(3, 0)|-61|2|r
94|[3, 0, 0]|(3, 0)|-62|2|r
93|[4, 0, 0]|(4, 0)|-63|1|r
93|[4, 0, 0]|(4, 0)|-64|2|r
93|[4, 0, 0]|(4, 0)|-65|2|r
79|[4, 1, 0]|(4, 1)|-66|3|r
66|[5, 1, 0]|(5, 1)|-67|1|r
12|[5, 2, 0]|(5, 2)|-68|3|r
9|[6, 2, 0]|(6, 2)|-69|1|r
7|[7, 2, 0]|(7, 2)|-70|1|r
6|[7, 3, 0]|(7, 3)|-71|3|r
7|[7, 2, 0]|(7, 2)|-72|2|r
8|[8, 2, 0]|(8, 2)|-73|1|r
14|[8, 3, 0]|(8, 3)|-74|3|r
15|[9, 3, 0]|(9, 3)|-75|1|r
21|[9, 4, 0]|(9, 4)|-76|3|r
21|[9, 4, 0]|(9, 4)|-77|1|r
5|[8, 4, 0]|(8, 4)|-78|0|r
14|[8, 3, 0]|(8, 3)|-79|2|r
8|[8, 2, 0]|(8, 2)|-80|2|r
14|[8, 3, 0]|(8, 3)|-81|3|r
6|[7, 3, 0]|(7, 3)|-82|0|r
7|[7, 2, 0]|(7, 2)|-83|2|r
9|[6, 2, 0]|(6, 2)|-84|0|r
12|[5, 2, 0]|(5, 2)|-85|0|r
78|[4, 2, 0]|(4, 2)|-86|0|r
76|[3, 2, 0]|(3, 2)|-87|0|r
78|[4, 2, 0]|(4, 2)|-88|1|r
76|[3, 2, 0]|(3, 2)|-89|0|r
78|[4, 2, 0]|(4, 2)|-90|1|r
11|[4, 3, 0]|(4, 3)|-91|3|r
78|[4, 2, 0]|(4, 2)|-92|2|r
76|[3, 2, 0]|(3, 2)|-93|0|r
87|[3, 1, 0]|(3, 1)|-94|2|r
94|[3, 0, 0]|(3, 0)|-95|2|r
93|[4, 0, 0]|(4, 0)|-96|1|r
90|[5, 0, 0]|(5, 0)|-97|1|r
66|[5, 1, 0]|(5, 1)|-98|3|r
90|[5, 0, 0]|(5, 0)|-99|2|r
93|[4, 0, 0]|(4, 0)|-100|0|r
94|[3, 0, 0]|(3, 0)|-101|0|r
95|[2, 0, 0]|(2, 0)|-102|0|g
94|[3, 0, 0]|(3, 0)|-103|1|r
94|[3, 0, 0]|(3, 0)|-104|2|r
87|[3, 1, 0]|(3, 1)|-105|3|r
94|[3, 0, 0]|(3, 0)|-106|2|r
95|[2, 0, 0]|(2, 0)|-107|0|r
94|[3, 0, 0]|(3, 0)|-108|1|r
95|[2, 0, 0]|(2, 0)|-109|0|r
96|[1, 0, 0]|(1, 0)|-110|0|r
96|[1, 0, 0]|(1, 0)|-111|2|r
51|[0, 0, 1]|(0, 0)terminal1|-111|0|r
28|[4, 5, 0]|(4, 5)|-1|0|r
30|[4, 4, 0]|(4, 4)|-2|2|r
11|[4, 3, 0]|(4, 3)|-3|2|r
10|[5, 3, 0]|(5, 3)|-4|1|r
3|[6, 3, 0]|(6, 3)|-5|1|r
6|[7, 3, 0]|(7, 3)|-6|1|r
3|[6, 3, 0]|(6, 3)|-7|0|r
6|[7, 3, 0]|(7, 3)|-8|1|r
3|[6, 3, 0]|(6, 3)|-9|0|r
9|[6, 2, 0]|(6, 2)|-10|2|r
7|[7, 2, 0]|(7, 2)|-11|1|r
6|[7, 3, 0]|(7, 3)|-12|3|r
14|[8, 3, 0]|(8, 3)|-13|1|r
15|[9, 3, 0]|(9, 3)|-14|1|r
14|[8, 3, 0]|(8, 3)|-15|0|r
5|[8, 4, 0]|(8, 4)|-16|3|r
21|[9, 4, 0]|(9, 4)|-17|1|r
5|[8, 4, 0]|(8, 4)|-18|0|r
14|[8, 3, 0]|(8, 3)|-19|2|r
6|[7, 3, 0]|(7, 3)|-20|0|r
7|[7, 2, 0]|(7, 2)|-21|2|r
64|[7, 1, 0]|(7, 1)|-22|2|r
7|[7, 2, 0]|(7, 2)|-23|3|r
64|[7, 1, 0]|(7, 1)|-24|2|r
20|[8, 1, 0]|(8, 1)|-25|1|r
17|[9, 1, 0]|(9, 1)|-26|1|r
16|[9, 2, 0]|(9, 2)|-27|3|r
17|[9, 1, 0]|(9, 1)|-28|2|r
17|[9, 1, 0]|(9, 1)|-29|1|r
18|[9, 0, 0]|(9, 0)|-30|2|r
17|[9, 1, 0]|(9, 1)|-31|3|r
17|[9, 1, 0]|(9, 1)|-32|1|r
20|[8, 1, 0]|(8, 1)|-33|0|r
17|[9, 1, 0]|(9, 1)|-34|1|r
20|[8, 1, 0]|(8, 1)|-35|0|r
19|[8, 0, 0]|(8, 0)|-36|2|r
88|[7, 0, 0]|(7, 0)|-37|0|r
64|[7, 1, 0]|(7, 1)|-38|3|r
20|[8, 1, 0]|(8, 1)|-39|1|r
8|[8, 2, 0]|(8, 2)|-40|3|r
20|[8, 1, 0]|(8, 1)|-41|2|r
8|[8, 2, 0]|(8, 2)|-42|3|r
14|[8, 3, 0]|(8, 3)|-43|3|r
8|[8, 2, 0]|(8, 2)|-44|2|r
14|[8, 3, 0]|(8, 3)|-45|3|r
5|[8, 4, 0]|(8, 4)|-46|3|r
4|[7, 4, 0]|(7, 4)|-47|0|r
36|[7, 5, 0]|(7, 5)|-48|3|r
4|[7, 4, 0]|(7, 4)|-49|2|r
6|[7, 3, 0]|(7, 3)|-50|2|r
3|[6, 3, 0]|(6, 3)|-51|0|r
6|[7, 3, 0]|(7, 3)|-52|1|r
7|[7, 2, 0]|(7, 2)|-53|2|r
64|[7, 1, 0]|(7, 1)|-54|2|r
7|[7, 2, 0]|(7, 2)|-55|3|r
8|[8, 2, 0]|(8, 2)|-56|1|r
14|[8, 3, 0]|(8, 3)|-57|3|r
8|[8, 2, 0]|(8, 2)|-58|2|r
14|[8, 3, 0]|(8, 3)|-59|3|r
15|[9, 3, 0]|(9, 3)|-60|1|r
21|[9, 4, 0]|(9, 4)|-61|3|r
15|[9, 3, 0]|(9, 3)|-62|2|r
16|[9, 2, 0]|(9, 2)|-63|2|r
8|[8, 2, 0]|(8, 2)|-64|0|r
16|[9, 2, 0]|(9, 2)|-65|1|r
16|[9, 2, 0]|(9, 2)|-66|1|r
15|[9, 3, 0]|(9, 3)|-67|3|r
21|[9, 4, 0]|(9, 4)|-68|3|r
23|[9, 5, 0]|(9, 5)|-69|3|r
23|[9, 5, 0]|(9, 5)|-70|1|r
21|[9, 4, 0]|(9, 4)|-71|2|r
15|[9, 3, 0]|(9, 3)|-72|2|r
16|[9, 2, 0]|(9, 2)|-73|2|r
15|[9, 3, 0]|(9, 3)|-74|3|r
16|[9, 2, 0]|(9, 2)|-75|2|g
17|[9, 1, 0]|(9, 1)|-76|2|r
18|[9, 0, 0]|(9, 0)|-77|2|r
18|[9, 0, 0]|(9, 0)|-78|1|r
17|[9, 1, 0]|(9, 1)|-79|3|r
18|[9, 0, 0]|(9, 0)|-80|2|g
17|[9, 1, 0]|(9, 1)|-81|3|r
20|[8, 1, 0]|(8, 1)|-82|0|r
19|[8, 0, 0]|(8, 0)|-83|2|r
20|[8, 1, 0]|(8, 1)|-84|3|r
17|[9, 1, 0]|(9, 1)|-85|1|r
17|[9, 1, 0]|(9, 1)|-86|1|r
16|[9, 2, 0]|(9, 2)|-87|3|r
8|[8, 2, 0]|(8, 2)|-88|0|r
7|[7, 2, 0]|(7, 2)|-89|0|g
6|[7, 3, 0]|(7, 3)|-90|3|r
7|[7, 2, 0]|(7, 2)|-91|2|r
6|[7, 3, 0]|(7, 3)|-92|3|r
7|[7, 2, 0]|(7, 2)|-93|2|r
8|[8, 2, 0]|(8, 2)|-94|1|r
7|[7, 2, 0]|(7, 2)|-95|0|r
6|[7, 3, 0]|(7, 3)|-96|3|r
7|[7, 2, 0]|(7, 2)|-97|2|r
8|[8, 2, 0]|(8, 2)|-98|1|r
20|[8, 1, 0]|(8, 1)|-99|2|r
64|[7, 1, 0]|(7, 1)|-100|0|g
65|[6, 1, 0]|(6, 1)|-101|0|g
66|[5, 1, 0]|(5, 1)|-102|0|r
65|[6, 1, 0]|(6, 1)|-103|1|r
64|[7, 1, 0]|(7, 1)|-104|1|r
20|[8, 1, 0]|(8, 1)|-105|1|r
64|[7, 1, 0]|(7, 1)|-106|0|r
88|[7, 0, 0]|(7, 0)|-107|2|r
89|[6, 0, 0]|(6, 0)|-108|0|r
90|[5, 0, 0]|(5, 0)|-109|0|r
93|[4, 0, 0]|(4, 0)|-110|0|r
90|[5, 0, 0]|(5, 0)|-111|1|r
66|[5, 1, 0]|(5, 1)|-112|3|r
79|[4, 1, 0]|(4, 1)|-113|0|r
87|[3, 1, 0]|(3, 1)|-114|0|g
92|[2, 1, 0]|(2, 1)|-115|0|r
87|[3, 1, 0]|(3, 1)|-116|1|r
76|[3, 2, 0]|(3, 2)|-117|3|r
78|[4, 2, 0]|(4, 2)|-118|1|r
79|[4, 1, 0]|(4, 1)|-119|2|r
93|[4, 0, 0]|(4, 0)|-120|2|r
90|[5, 0, 0]|(5, 0)|-121|1|r
90|[5, 0, 0]|(5, 0)|-122|2|r
93|[4, 0, 0]|(4, 0)|-123|0|r
93|[4, 0, 0]|(4, 0)|-124|2|r
79|[4, 1, 0]|(4, 1)|-125|3|r
78|[4, 2, 0]|(4, 2)|-126|3|r
79|[4, 1, 0]|(4, 1)|-127|2|r
87|[3, 1, 0]|(3, 1)|-128|0|r
79|[4, 1, 0]|(4, 1)|-129|1|r
66|[5, 1, 0]|(5, 1)|-130|1|r
79|[4, 1, 0]|(4, 1)|-131|0|r
87|[3, 1, 0]|(3, 1)|-132|0|r
92|[2, 1, 0]|(2, 1)|-133|0|r
95|[2, 0, 0]|(2, 0)|-134|2|r
94|[3, 0, 0]|(3, 0)|-135|1|r
93|[4, 0, 0]|(4, 0)|-136|1|r
93|[4, 0, 0]|(4, 0)|-137|2|r
94|[3, 0, 0]|(3, 0)|-138|0|r
94|[3, 0, 0]|(3, 0)|-139|2|r
87|[3, 1, 0]|(3, 1)|-140|3|r
94|[3, 0, 0]|(3, 0)|-141|2|r
95|[2, 0, 0]|(2, 0)|-142|0|r
92|[2, 1, 0]|(2, 1)|-143|3|r
91|[2, 2, 0]|(2, 2)|-144|3|r
99|[1, 2, 0]|(1, 2)|-145|0|r
49|[0, 2, 0]|(0, 2)|-146|0|r
49|[0, 2, 0]|(0, 2)|-147|0|r
48|[0, 3, 0]|(0, 3)|-148|3|r
49|[0, 2, 0]|(0, 2)|-149|2|r
48|[0, 3, 0]|(0, 3)|-150|3|r
98|[1, 3, 0]|(1, 3)|-151|1|r
85|[1, 4, 0]|(1, 4)|-152|3|r
98|[1, 3, 0]|(1, 3)|-153|2|r
34|[2, 3, 0]|(2, 3)|-154|1|r
32|[3, 3, 0]|(3, 3)|-155|1|r
76|[3, 2, 0]|(3, 2)|-156|2|g
87|[3, 1, 0]|(3, 1)|-157|2|r
92|[2, 1, 0]|(2, 1)|-158|0|r
87|[3, 1, 0]|(3, 1)|-159|1|r
92|[2, 1, 0]|(2, 1)|-160|0|r
95|[2, 0, 0]|(2, 0)|-161|2|r
94|[3, 0, 0]|(3, 0)|-162|1|r
93|[4, 0, 0]|(4, 0)|-163|1|r
79|[4, 1, 0]|(4, 1)|-164|3|r
66|[5, 1, 0]|(5, 1)|-165|1|r
79|[4, 1, 0]|(4, 1)|-166|0|r
66|[5, 1, 0]|(5, 1)|-167|1|r
65|[6, 1, 0]|(6, 1)|-168|1|r
64|[7, 1, 0]|(7, 1)|-169|1|r
88|[7, 0, 0]|(7, 0)|-170|2|r
64|[7, 1, 0]|(7, 1)|-171|3|r
7|[7, 2, 0]|(7, 2)|-172|3|r
9|[6, 2, 0]|(6, 2)|-173|0|g
7|[7, 2, 0]|(7, 2)|-174|1|r
64|[7, 1, 0]|(7, 1)|-175|2|r
7|[7, 2, 0]|(7, 2)|-176|3|r
8|[8, 2, 0]|(8, 2)|-177|1|r
16|[9, 2, 0]|(9, 2)|-178|1|r
16|[9, 2, 0]|(9, 2)|-179|1|r
15|[9, 3, 0]|(9, 3)|-180|3|r
16|[9, 2, 0]|(9, 2)|-181|2|r
8|[8, 2, 0]|(8, 2)|-182|0|r
20|[8, 1, 0]|(8, 1)|-183|2|r
8|[8, 2, 0]|(8, 2)|-184|3|r
16|[9, 2, 0]|(9, 2)|-185|1|r
16|[9, 2, 0]|(9, 2)|-186|1|r
17|[9, 1, 0]|(9, 1)|-187|2|r
17|[9, 1, 0]|(9, 1)|-188|1|r
16|[9, 2, 0]|(9, 2)|-189|3|r
8|[8, 2, 0]|(8, 2)|-190|0|r
20|[8, 1, 0]|(8, 1)|-191|2|r
64|[7, 1, 0]|(7, 1)|-192|0|r
88|[7, 0, 0]|(7, 0)|-193|2|r
19|[8, 0, 0]|(8, 0)|-194|1|r
20|[8, 1, 0]|(8, 1)|-195|3|r
8|[8, 2, 0]|(8, 2)|-196|3|r
7|[7, 2, 0]|(7, 2)|-197|0|r
9|[6, 2, 0]|(6, 2)|-198|0|r
7|[7, 2, 0]|(7, 2)|-199|1|r
64|[7, 1, 0]|(7, 1)|-200|2|r
20|[8, 1, 0]|(8, 1)|-201|1|r
64|[7, 1, 0]|(7, 1)|-202|0|r
88|[7, 0, 0]|(7, 0)|-203|2|r
19|[8, 0, 0]|(8, 0)|-204|1|r
88|[7, 0, 0]|(7, 0)|-205|0|r
88|[7, 0, 0]|(7, 0)|-206|2|r
64|[7, 1, 0]|(7, 1)|-207|3|r
65|[6, 1, 0]|(6, 1)|-208|0|g
89|[6, 0, 0]|(6, 0)|-209|2|r
88|[7, 0, 0]|(7, 0)|-210|1|r
19|[8, 0, 0]|(8, 0)|-211|1|r
88|[7, 0, 0]|(7, 0)|-212|0|g
64|[7, 1, 0]|(7, 1)|-213|3|r
20|[8, 1, 0]|(8, 1)|-214|1|r
64|[7, 1, 0]|(7, 1)|-215|0|r
88|[7, 0, 0]|(7, 0)|-216|2|r
89|[6, 0, 0]|(6, 0)|-217|0|r
65|[6, 1, 0]|(6, 1)|-218|3|r
89|[6, 0, 0]|(6, 0)|-219|2|r
65|[6, 1, 0]|(6, 1)|-220|3|r
9|[6, 2, 0]|(6, 2)|-221|3|r
7|[7, 2, 0]|(7, 2)|-222|1|r
9|[6, 2, 0]|(6, 2)|-223|0|r
7|[7, 2, 0]|(7, 2)|-224|1|r
9|[6, 2, 0]|(6, 2)|-225|0|r
65|[6, 1, 0]|(6, 1)|-226|2|r
64|[7, 1, 0]|(7, 1)|-227|1|r
7|[7, 2, 0]|(7, 2)|-228|3|r
9|[6, 2, 0]|(6, 2)|-229|0|r
65|[6, 1, 0]|(6, 1)|-230|2|r
64|[7, 1, 0]|(7, 1)|-231|1|r
7|[7, 2, 0]|(7, 2)|-232|3|r
6|[7, 3, 0]|(7, 3)|-233|3|r
4|[7, 4, 0]|(7, 4)|-234|3|r
2|[6, 4, 0]|(6, 4)|-235|0|r
4|[7, 4, 0]|(7, 4)|-236|1|r
5|[8, 4, 0]|(8, 4)|-237|1|r
14|[8, 3, 0]|(8, 3)|-238|2|r
5|[8, 4, 0]|(8, 4)|-239|3|r
21|[9, 4, 0]|(9, 4)|-240|1|r
21|[9, 4, 0]|(9, 4)|-241|1|r
21|[9, 4, 0]|(9, 4)|-242|1|r
21|[9, 4, 0]|(9, 4)|-243|1|r
15|[9, 3, 0]|(9, 3)|-244|2|r
21|[9, 4, 0]|(9, 4)|-245|3|r
21|[9, 4, 0]|(9, 4)|-246|1|r
5|[8, 4, 0]|(8, 4)|-247|0|r
4|[7, 4, 0]|(7, 4)|-248|0|r
36|[7, 5, 0]|(7, 5)|-249|3|r
26|[7, 6, 0]|(7, 6)|-250|3|r
27|[6, 6, 0]|(6, 6)|-251|0|r
52|[5, 6, 0]|(5, 6)|-252|0|r
0|[5, 5, 0]|(5, 5)|-253|2|g
1|[6, 5, 0]|(6, 5)|-254|1|r
0|[5, 5, 0]|(5, 5)|-255|0|r
52|[5, 6, 0]|(5, 6)|-256|3|r
27|[6, 6, 0]|(6, 6)|-257|1|r
63|[6, 7, 0]|(6, 7)|-258|3|r
56|[6, 8, 0]|(6, 8)|-259|3|r
57|[6, 9, 0]|(6, 9)|-260|3|r
57|[6, 9, 0]|(6, 9)|-261|3|r
72|[7, 9, 0]|(7, 9)|-262|1|r
72|[7, 9, 0]|(7, 9)|-263|3|r
72|[7, 9, 0]|(7, 9)|-264|3|r
70|[7, 8, 0]|(7, 8)|-265|2|r
75|[7, 7, 0]|(7, 7)|-266|2|r
70|[7, 8, 0]|(7, 8)|-267|3|r
69|[8, 8, 0]|(8, 8)|-268|1|r
74|[9, 8, 0]|(9, 8)|-269|1|r
74|[9, 8, 0]|(9, 8)|-270|1|r
74|[9, 8, 0]|(9, 8)|-271|1|r
67|[9, 7, 0]|(9, 7)|-272|2|r
24|[9, 6, 0]|(9, 6)|-273|2|r
24|[9, 6, 0]|(9, 6)|-274|1|r
24|[9, 6, 0]|(9, 6)|-275|1|r
25|[8, 6, 0]|(8, 6)|-276|0|r
26|[7, 6, 0]|(7, 6)|-277|0|r
27|[6, 6, 0]|(6, 6)|-278|0|r
1|[6, 5, 0]|(6, 5)|-279|2|r
27|[6, 6, 0]|(6, 6)|-280|3|r
63|[6, 7, 0]|(6, 7)|-281|3|r
27|[6, 6, 0]|(6, 6)|-282|2|r
26|[7, 6, 0]|(7, 6)|-283|1|r
36|[7, 5, 0]|(7, 5)|-284|2|g
22|[8, 5, 0]|(8, 5)|-285|1|r
5|[8, 4, 0]|(8, 4)|-286|2|g
14|[8, 3, 0]|(8, 3)|-287|2|r
15|[9, 3, 0]|(9, 3)|-288|1|r
16|[9, 2, 0]|(9, 2)|-289|2|r
17|[9, 1, 0]|(9, 1)|-290|2|r
18|[9, 0, 0]|(9, 0)|-291|2|r
17|[9, 1, 0]|(9, 1)|-292|3|r
18|[9, 0, 0]|(9, 0)|-293|2|r
19|[8, 0, 0]|(8, 0)|-294|0|r
18|[9, 0, 0]|(9, 0)|-295|1|r
19|[8, 0, 0]|(8, 0)|-296|0|r
20|[8, 1, 0]|(8, 1)|-297|3|r
